ID1,HHID,HVIDX,QHCLUSTER,QHNUMBER,QHHOME,PS104_1A,PS104_1M,PS104_1S,PS5
2021,      171704501,2,1717,45,1,1,0,2,1
2021,      171808401,2,1718,84,1,6,7,2,1
2021,      172514701,3,1725,147,1,0,4,2,1
2021,      172601601,1,1726,16,1,6,0,1,1
2021,      172601601,2,1726,16,1,6,0,1,2
2021,      172601601,3,1726,16,1,6,0,1,3
2021,      172601601,4,1726,16,1,6,0,1,4
2021,      172601601,5,1726,16,1,1,0,2,5
2021,      172604201,1,1726,42,1,6,0,2,1
2021,      172705801,2,1727,58,1,7,4,2,1
2021,      172706001,2,1727,60,1,3,11,2,1
2021,      172800501,2,1728,5,1,1,0,2,1
2021,      172807201,2,1728,72,1,4,0,2,1
2021,      172807401,1,1728,74,1,8,0,2,1
2021,      172809301,2,1728,93,1,2,6,2,1
2021,      172810101,2,1728,101,1,2,0,2,1
2021,      173000601,2,1730,6,1,1,0,2,1
2021,      173000901,1,1730,9,1,1,0,2,1
2021,      173001301,2,1730,13,1,1,0,2,1
2021,      173002301,1,1730,23,1,3,0,2,1
2021,      173002601,1,1730,26,1,1,0,2,1
2021,      173005001,1,1730,50,1,3,0,2,1
2021,      173506101,1,1735,61,1,10,8,2,1
2021,      173506301,2,1735,63,1,0,3,2,1
2021,      173806401,2,1738,64,1,3,0,2,1
2021,      173806801,2,1738,68,1,6,5,2,1
2021,      173807501,2,1738,75,1,6,5,2,1
2021,      174402401,2,1744,24,1,2,0,2,1
2021,      174807401,2,1748,74,1,2,8,2,1
2021,      175601101,2,1756,11,1,4,0,2,1
2021,      176001401,2,1760,14,1,0,8,2,1
2021,      176100301,2,1761,3,1,3,3,2,1
2021,      176607401,1,1766,74,1,7,0,2,1
2021,      176607601,2,1766,76,1,0,3,2,1
2021,      176607801,2,1766,78,1,3,0,2,1
2021,      176609601,1,1766,96,1,1,0,2,1
2021,      176609801,2,1766,98,1,17,1,2,1
2021,      176610501,2,1766,105,1,19,6,2,1
2021,      176610701,2,1766,107,1,98,98,2,1
2021,      176610901,2,1766,109,1,19,0,2,1
2021,      176704501,1,1767,45,1,1,0,2,1
2021,      176705801,2,1767,58,1,98,98,2,1
2021,      176823801,1,1768,238,1,0,2,2,1
2021,      176903401,2,1769,34,1,3,0,2,1
2021,      176903801,2,1769,38,1,2,11,2,1
2021,      176906301,2,1769,63,1,10,0,2,1
2021,      176906901,2,1769,69,1,2,0,2,1
2021,      177200901,2,1772,9,1,3,6,2,1
2021,      177202101,2,1772,21,1,3,0,2,1
2021,      177202301,2,1772,23,1,7,0,2,1
2021,      177300201,2,1773,2,1,2,0,2,1
2021,      177402601,2,1774,26,1,0,6,2,1
2021,      177402801,2,1774,28,1,13,0,2,1
2021,      177402901,1,1774,29,1,19,0,2,1
2021,      177405701,2,1774,57,1,5,0,2,1
2021,      177405801,2,1774,58,1,15,0,2,1
2021,      177405901,2,1774,59,1,8,0,2,1
2021,      177406901,2,1774,69,1,4,0,2,1
2021,      177407601,1,1774,76,1,10,0,2,1
2021,      177407701,2,1774,77,1,2,9,2,1
2021,      177407801,2,1774,78,1,3,5,2,1
2021,      177408001,1,1774,80,1,0,8,2,1
2021,      177602601,1,1776,26,1,0,7,2,1
2021,      177602801,2,1776,28,1,1,0,2,1
2021,      177604301,2,1776,43,1,1,0,2,1
2021,      177703601,1,1777,36,1,1,0,2,1
2021,      177813401,2,1778,134,1,0,6,2,1
2021,      177900701,1,1779,7,1,0,5,2,1
2021,      177906401,2,1779,64,1,0,5,2,1
2021,      178101801,2,1781,18,1,3,0,2,1
2021,      178103301,2,1781,33,1,1,0,2,1
2021,      178301901,2,1783,19,1,10,0,2,1
2021,      178304701,1,1783,47,1,0,9,2,1
2021,      178510301,2,1785,103,1,1,0,2,1
2021,      178511801,2,1785,118,1,0,3,2,1
2021,      178606601,2,1786,66,1,5,2,2,1
2021,      178609001,2,1786,90,1,10,0,2,1
2021,      178609201,1,1786,92,1,1,0,2,1
2021,      178907701,2,1789,77,1,1,0,2,1
2021,      178909301,2,1789,93,1,0,8,2,1
2021,      179101301,3,1791,13,1,4,8,2,1
2021,      179102201,2,1791,22,1,2,0,2,1
2021,      180908101,2,1809,81,1,1,3,2,1
2021,      185104601,1,1851,46,1,0,2,2,1
2021,      185105901,2,1851,59,1,0,5,2,1
2021,      186303201,2,1863,32,1,0,9,2,1
2021,      186704101,2,1867,41,1,0,6,2,1
2021,      187004601,2,1870,46,1,0,8,2,1
2021,      187400401,2,1874,4,1,1,0,2,1
2021,      187605401,2,1876,54,1,2,0,2,1
2021,      187705401,1,1877,54,1,0,10,2,1
2021,      187803901,2,1878,39,1,0,3,2,1
2021,      188001101,1,1880,11,1,4,0,2,1
2021,      188900601,2,1889,6,1,3,0,2,1
2021,      188902001,2,1889,20,1,1,0,2,1
